week,date,diary_present,diary_mood,diary_valence,diary_arousal,fiction_present,fiction_mood,fiction_valence,fiction_arousal,gap,warning_signals
2026-W24,2026-06-12,1,反思与探索,1,3,1,孤独,-2,2,-3,
